Liquidity_ItemId;Liquidity_ItemDescription;VersionVersion;TimeDATE;TimeMonth;Transaction_CurrencyId;Transaction_CurrencyDescription;Company_CodeId;Company_CodeDescription;Amount;AmountUnit
OTHER;Other Expenses;Actual;01/03/2017;201703;USD;US Dollar;4000;BestRun Switzerland;173041;USD
LABOR;Labor;Actual;01/12/2021;202112;GBP;Pound Sterling;2000;BestRun UK;89063;GBP
LABOR;Labor;Actual;01/08/2017;201708;EUR;Euro;4000;BestRun Switzerland;109895;EUR
OTHER;Other Expenses;Actual;01/02/2015;201502;USD;US Dollar;3000;BestRun USA;591682;USD
CASH_IN;Cash In related to operating activities;Actual;01/11/2015;201511;GBP;Pound Sterling;2000;BestRun UK;-534379.46;GBP
CASH_IN;Cash In related to operating activities;Actual;01/08/2021;202108;USD;US Dollar;4000;BestRun Switzerland;-730755.51;USD
OTHER;Other Expenses;Actual;01/08/2015;201508;USD;US Dollar;3000;BestRun USA;670221;USD
OTHER;Other Expenses;Actual;01/06/2020;202006;CHF;Swiss Franc;4000;BestRun Switzerland;26968;CHF
CASH_IN;Cash In related to operating activities;Actual;01/03/2018;201803;GBP;Pound Sterling;4000;BestRun Switzerland;-196235.56;GBP
OTHER;Other Expenses;Actual;01/11/2015;201511;GBP;Pound Sterling;4000;BestRun Switzerland;27157;GBP
CASH_IN;Cash In related to operating activities;Actual;01/11/2018;201811;CHF;Swiss Franc;4000;BestRun Switzerland;-80990.74;CHF
CASH_IN;Cash In related to operating activities;Actual;01/06/2017;201706;CHF;Swiss Franc;4000;BestRun Switzerland;-105799.54;CHF
CASH_IN;Cash In related to operating activities;Actual;01/08/2019;201908;CHF;Swiss Franc;4000;BestRun Switzerland;-77288.72;CHF
LABOR;Labor;Actual;01/10/2022;202210;USD;US Dollar;4000;BestRun Switzerland;0;USD
CASH_IN;Cash In related to operating activities;Actual;01/03/2018;201803;EUR;Euro;1000;BestRun Germany;-5245905.04;EUR
CASH_IN;Cash In related to operating activities;Actual;01/10/2019;201910;USD;US Dollar;3000;BestRun USA;-3713327.03;USD
CASH_IN;Cash In related to operating activities;Actual;01/11/2019;201911;CHF;Swiss Franc;4000;BestRun Switzerland;-66621.32;CHF
MILK;Milk Expenses;Actual;01/05/2016;201605;USD;US Dollar;3000;BestRun USA;890157.28;USD
CASH_IN;Cash In related to operating activities;Actual;01/05/2022;202205;EUR;Euro;1000;BestRun Germany;0;EUR
MILK;Milk Expenses;Actual;01/11/2015;201511;USD;US Dollar;4000;BestRun Switzerland;139244.96;USD
CASH_IN;Cash In related to operating activities;Actual;01/10/2021;202110;GBP;Pound Sterling;2000;BestRun UK;-657796.66;GBP
CASH_IN;Cash In related to operating activities;Actual;01/02/2022;202202;CHF;Swiss Franc;4000;BestRun Switzerland;0;CHF
CASH_IN;Cash In related to operating activities;Actual;01/10/2016;201610;GBP;Pound Sterling;2000;BestRun UK;-713622.63;GBP
MILK;Milk Expenses;Actual;01/01/2021;202101;CHF;Swiss Franc;4000;BestRun Switzerland;22639.87;CHF
MILK;Milk Expenses;Actual;01/12/2016;201612;GBP;Pound Sterling;2000;BestRun UK;255245.6;GBP
LABOR;Labor;Actual;01/07/2020;202007;EUR;Euro;4000;BestRun Switzerland;120094;EUR
LABOR;Labor;Actual;01/05/2022;202205;USD;US Dollar;4000;BestRun Switzerland;0;USD
CASH_IN;Cash In related to operating activities;Actual;01/01/2020;202001;GBP;Pound Sterling;4000;BestRun Switzerland;-141730.67;GBP
LABOR;Labor;Actual;01/02/2020;202002;GBP;Pound Sterling;2000;BestRun UK;80881;GBP
CASH_IN;Cash In related to operating activities;Actual;01/06/2016;201606;CHF;Swiss Franc;4000;BestRun Switzerland;-84509.15;CHF
CASH_IN;Cash In related to operating activities;Actual;01/02/2018;201802;GBP;Pound Sterling;2000;BestRun UK;-731401.44;GBP
CASH_IN;Cash In related to operating activities;Actual;01/06/2018;201806;EUR;Euro;1000;BestRun Germany;-4746560.8;EUR
LABOR;Labor;Actual;01/01/2016;201601;USD;US Dollar;3000;BestRun USA;460474.93;USD
MILK;Milk Expenses;Actual;01/08/2020;202008;CHF;Swiss Franc;4000;BestRun Switzerland;29589.22;CHF
LABOR;Labor;Actual;01/03/2020;202003;USD;US Dollar;4000;BestRun Switzerland;108066;USD
LABOR;Labor;Actual;01/06/2017;201706;GBP;Pound Sterling;4000;BestRun Switzerland;21270;GBP
MILK;Milk Expenses;Actual;01/03/2020;202003;CHF;Swiss Franc;4000;BestRun Switzerland;17962.22;CHF
MILK;Milk Expenses;Actual;01/02/2015;201502;EUR;Euro;4000;BestRun Switzerland;136256.07;EUR
LABOR;Labor;Actual;01/06/2018;201806;CHF;Swiss Franc;4000;BestRun Switzerland;10950;CHF
MILK;Milk Expenses;Actual;01/04/2020;202004;CHF;Swiss Franc;4000;BestRun Switzerland;22757.23;CHF
MILK;Milk Expenses;Actual;01/12/2016;201612;USD;US Dollar;4000;BestRun Switzerland;317477.42;USD
MILK;Milk Expenses;Actual;01/04/2019;201904;USD;US Dollar;4000;BestRun Switzerland;168484.09;USD
MILK;Milk Expenses;Actual;01/02/2021;202102;EUR;Euro;1000;BestRun Germany;915261.05;EUR
LABOR;Labor;Actual;01/04/2019;201904;GBP;Pound Sterling;2000;BestRun UK;81240;GBP
MILK;Milk Expenses;Actual;01/07/2020;202007;USD;US Dollar;4000;BestRun Switzerland;352873.66;USD
LABOR;Labor;Actual;01/10/2020;202010;EUR;Euro;4000;BestRun Switzerland;120094;EUR
MILK;Milk Expenses;Actual;01/03/2015;201503;GBP;Pound Sterling;4000;BestRun Switzerland;31323.82;GBP
MILK;Milk Expenses;Actual;01/05/2022;202205;GBP;Pound Sterling;2000;BestRun UK;0;GBP
LABOR;Labor;Actual;01/09/2015;201509;GBP;Pound Sterling;4000;BestRun Switzerland;20040;GBP
MILK;Milk Expenses;Actual;01/02/2022;202202;USD;US Dollar;3000;BestRun USA;0;USD
MILK;Milk Expenses;Actual;01/09/2019;201909;CHF;Swiss Franc;4000;BestRun Switzerland;21614.47;CHF
MILK;Milk Expenses;Actual;01/10/2016;201610;GBP;Pound Sterling;4000;BestRun Switzerland;55975.26;GBP
MILK;Milk Expenses;Actual;01/06/2019;201906;CHF;Swiss Franc;4000;BestRun Switzerland;22950.41;CHF
LABOR;Labor;Actual;01/12/2022;202212;EUR;Euro;4000;BestRun Switzerland;0;EUR
MILK;Milk Expenses;Actual;01/07/2018;201807;GBP;Pound Sterling;4000;BestRun Switzerland;59487.22;GBP
LABOR;Labor;Actual;01/02/2016;201602;GBP;Pound Sterling;4000;BestRun Switzerland;19952;GBP
MILK;Milk Expenses;Actual;01/07/2019;201907;GBP;Pound Sterling;4000;BestRun Switzerland;48287;GBP
MILK;Milk Expenses;Actual;01/06/2021;202106;USD;US Dollar;3000;BestRun USA;1238304.92;USD
LABOR;Labor;Actual;01/08/2015;201508;CHF;Swiss Franc;4000;BestRun Switzerland;10354;CHF
LABOR;Labor;Actual;01/07/2019;201907;GBP;Pound Sterling;4000;BestRun Switzerland;23312;GBP
LABOR;Labor;Actual;01/06/2022;202206;GBP;Pound Sterling;2000;BestRun UK;0;GBP
MILK;Milk Expenses;Actual;01/05/2016;201605;EUR;Euro;4000;BestRun Switzerland;204854.56;EUR
LABOR;Labor;Actual;01/03/2020;202003;EUR;Euro;4000;BestRun Switzerland;120094;EUR
LABOR;Labor;Actual;01/12/2021;202112;EUR;Euro;4000;BestRun Switzerland;123690;EUR
MILK;Milk Expenses;Actual;01/11/2018;201811;GBP;Pound Sterling;4000;BestRun Switzerland;45108.01;GBP
MILK;Milk Expenses;Actual;01/08/2020;202008;EUR;Euro;4000;BestRun Switzerland;295498.69;EUR
MILK;Milk Expenses;Actual;01/09/2017;201709;USD;US Dollar;3000;BestRun USA;1513067.16;USD
LABOR;Labor;Actual;01/09/2018;201809;GBP;Pound Sterling;2000;BestRun UK;78870;GBP
MILK;Milk Expenses;Actual;01/08/2020;202008;USD;US Dollar;3000;BestRun USA;1283382.09;USD
MILK;Milk Expenses;Actual;01/07/2022;202207;GBP;Pound Sterling;2000;BestRun UK;0;GBP
MILK;Milk Expenses;Actual;01/10/2022;202210;GBP;Pound Sterling;2000;BestRun UK;0;GBP
LABOR;Labor;Actual;01/12/2022;202212;USD;US Dollar;3000;BestRun USA;0;USD
MILK;Milk Expenses;Actual;01/03/2016;201603;USD;US Dollar;4000;BestRun Switzerland;169797.03;USD
MILK;Milk Expenses;Actual;01/04/2015;201504;CHF;Swiss Franc;4000;BestRun Switzerland;16872.52;CHF
LABOR;Labor;Actual;01/08/2020;202008;GBP;Pound Sterling;4000;BestRun Switzerland;24025;GBP
MILK;Milk Expenses;Actual;01/07/2018;201807;CHF;Swiss Franc;4000;BestRun Switzerland;30303.25;CHF
LABOR;Labor;Actual;01/01/2017;201701;CHF;Swiss Franc;4000;BestRun Switzerland;10994.15;CHF
LABOR;Labor;Actual;01/12/2022;202212;USD;US Dollar;4000;BestRun Switzerland;0;USD
SUGAR;Sugar Expenses;Actual;01/09/2019;201909;EUR;Euro;1000;BestRun Germany;364909.67;EUR
MILK;Milk Expenses;Actual;01/04/2017;201704;EUR;Euro;1000;BestRun Germany;1752861.56;EUR
SUGAR;Sugar Expenses;Actual;01/01/2017;201701;USD;US Dollar;4000;BestRun Switzerland;135733.04;USD
LABOR;Labor;Actual;01/10/2016;201610;GBP;Pound Sterling;4000;BestRun Switzerland;21328;GBP
MILK;Milk Expenses;Actual;01/02/2017;201702;CHF;Swiss Franc;4000;BestRun Switzerland;28247.85;CHF
MILK;Milk Expenses;Actual;01/07/2017;201707;GBP;Pound Sterling;2000;BestRun UK;297038.65;GBP
SUGAR;Sugar Expenses;Actual;01/06/2020;202006;EUR;Euro;1000;BestRun Germany;467638.01;EUR
SUGAR;Sugar Expenses;Actual;01/06/2019;201906;USD;US Dollar;4000;BestRun Switzerland;91512.55;USD
MILK;Milk Expenses;Actual;01/11/2019;201911;GBP;Pound Sterling;4000;BestRun Switzerland;39516.8;GBP
LABOR;Labor;Actual;01/09/2020;202009;CHF;Swiss Franc;4000;BestRun Switzerland;11610;CHF
SUGAR;Sugar Expenses;Actual;01/06/2017;201706;EUR;Euro;1000;BestRun Germany;1012764.47;EUR
LABOR;Labor;Actual;01/11/2018;201811;GBP;Pound Sterling;4000;BestRun Switzerland;21900;GBP
LABOR;Labor;Actual;01/12/2018;201812;EUR;Euro;1000;BestRun Germany;509361;EUR
SUGAR;Sugar Expenses;Actual;01/04/2015;201504;EUR;Euro;4000;BestRun Switzerland;107918.02;EUR
MILK;Milk Expenses;Actual;01/03/2015;201503;CHF;Swiss Franc;4000;BestRun Switzerland;15545.36;CHF
LABOR;Labor;Actual;01/12/2018;201812;GBP;Pound Sterling;2000;BestRun UK;81499;GBP
MILK;Milk Expenses;Actual;01/02/2020;202002;CHF;Swiss Franc;4000;BestRun Switzerland;17725.08;CHF
MILK;Milk Expenses;Actual;01/02/2015;201502;GBP;Pound Sterling;2000;BestRun UK;97603.51;GBP
LABOR;Labor;Actual;01/11/2020;202011;CHF;Swiss Franc;4000;BestRun Switzerland;11610;CHF
SUGAR;Sugar Expenses;Actual;01/01/2018;201801;CHF;Swiss Franc;4000;BestRun Switzerland;17560.18;CHF
MILK;Milk Expenses;Actual;01/03/2020;202003;USD;US Dollar;4000;BestRun Switzerland;159788.71;USD
SUGAR;Sugar Expenses;Actual;01/09/2017;201709;EUR;Euro;4000;BestRun Switzerland;224188.89;EUR
MILK;Milk Expenses;Actual;01/05/2021;202105;USD;US Dollar;4000;BestRun Switzerland;302130.39;USD
MILK;Milk Expenses;Actual;01/10/2021;202110;GBP;Pound Sterling;2000;BestRun UK;166454.9;GBP
MILK;Milk Expenses;Actual;01/01/2021;202101;USD;US Dollar;4000;BestRun Switzerland;201965.24;USD
MILK;Milk Expenses;Actual;01/11/2017;201711;EUR;Euro;4000;BestRun Switzerland;281624.22;EUR
SUGAR;Sugar Expenses;Actual;01/01/2015;201501;EUR;Euro;4000;BestRun Switzerland;95468.72;EUR
LABOR;Labor;Actual;01/02/2020;202002;CHF;Swiss Franc;4000;BestRun Switzerland;11223;CHF
SUGAR;Sugar Expenses;Actual;01/02/2016;201602;USD;US Dollar;3000;BestRun USA;228086.64;USD
MILK;Milk Expenses;Actual;01/07/2016;201607;CHF;Swiss Franc;4000;BestRun Switzerland;28535.14;CHF
MILK;Milk Expenses;Actual;01/09/2021;202109;EUR;Euro;4000;BestRun Switzerland;181037.83;EUR
SUGAR;Sugar Expenses;Actual;01/01/2018;201801;USD;US Dollar;3000;BestRun USA;759162.6;USD
MILK;Milk Expenses;Actual;01/05/2016;201605;EUR;Euro;1000;BestRun Germany;931503.18;EUR
MILK;Milk Expenses;Actual;01/03/2022;202203;GBP;Pound Sterling;2000;BestRun UK;0;GBP
SUGAR;Sugar Expenses;Actual;01/04/2022;202204;EUR;Euro;4000;BestRun Switzerland;0;EUR
MILK;Milk Expenses;Actual;01/07/2015;201507;USD;US Dollar;4000;BestRun Switzerland;210952.31;USD
MILK;Milk Expenses;Actual;01/09/2020;202009;EUR;Euro;4000;BestRun Switzerland;247486.86;EUR
MILK;Milk Expenses;Actual;01/03/2021;202103;EUR;Euro;4000;BestRun Switzerland;253461.62;EUR
MILK;Milk Expenses;Actual;01/07/2022;202207;USD;US Dollar;4000;BestRun Switzerland;0;USD
MILK;Milk Expenses;Actual;01/07/2015;201507;GBP;Pound Sterling;4000;BestRun Switzerland;46495.29;GBP
MILK;Milk Expenses;Actual;01/07/2019;201907;EUR;Euro;1000;BestRun Germany;1087507.28;EUR
MILK;Milk Expenses;Actual;01/03/2022;202203;EUR;Euro;1000;BestRun Germany;0;EUR
MILK;Milk Expenses;Actual;01/12/2019;201912;CHF;Swiss Franc;4000;BestRun Switzerland;21265.3;CHF
MILK;Milk Expenses;Actual;01/08/2021;202108;EUR;Euro;4000;BestRun Switzerland;214736.07;EUR
MILK;Milk Expenses;Actual;01/03/2016;201603;GBP;Pound Sterling;2000;BestRun UK;135370.25;GBP
MILK;Milk Expenses;Actual;01/11/2018;201811;USD;US Dollar;4000;BestRun Switzerland;204572.91;USD
SUGAR;Sugar Expenses;Actual;01/10/2016;201610;USD;US Dollar;4000;BestRun Switzerland;128255.36;USD
SUGAR;Sugar Expenses;Actual;01/02/2018;201802;USD;US Dollar;4000;BestRun Switzerland;151838.63;USD
SUGAR;Sugar Expenses;Actual;01/04/2020;202004;GBP;Pound Sterling;4000;BestRun Switzerland;12508.78;GBP
SUGAR;Sugar Expenses;Actual;01/06/2018;201806;USD;US Dollar;4000;BestRun Switzerland;136007.94;USD
SUGAR;Sugar Expenses;Actual;01/04/2021;202104;USD;US Dollar;3000;BestRun USA;410357.82;USD
SUGAR;Sugar Expenses;Actual;01/09/2015;201509;USD;US Dollar;3000;BestRun USA;271690.91;USD
SUGAR;Sugar Expenses;Actual;01/03/2022;202203;EUR;Euro;1000;BestRun Germany;0;EUR
SUGAR;Sugar Expenses;Actual;01/10/2020;202010;GBP;Pound Sterling;2000;BestRun UK;53791.95;GBP
SUGAR;Sugar Expenses;Actual;01/02/2021;202102;USD;US Dollar;3000;BestRun USA;314273.22;USD
SUGAR;Sugar Expenses;Actual;01/08/2021;202108;CHF;Swiss Franc;4000;BestRun Switzerland;10855.72;CHF
SUGAR;Sugar Expenses;Actual;01/12/2017;201712;GBP;Pound Sterling;4000;BestRun Switzerland;40126.14;GBP
SUGAR;Sugar Expenses;Actual;01/06/2018;201806;CHF;Swiss Franc;4000;BestRun Switzerland;15210.55;CHF
SUGAR;Sugar Expenses;Actual;01/04/2015;201504;CHF;Swiss Franc;4000;BestRun Switzerland;10686.84;CHF
SUGAR;Sugar Expenses;Actual;01/11/2017;201711;CHF;Swiss Franc;4000;BestRun Switzerland;16677.28;CHF
SUGAR;Sugar Expenses;Actual;01/05/2018;201805;EUR;Euro;1000;BestRun Germany;694686.98;EUR
SUGAR;Sugar Expenses;Actual;01/11/2021;202111;GBP;Pound Sterling;4000;BestRun Switzerland;25522.62;GBP
SUGAR;Sugar Expenses;Actual;01/11/2021;202111;CHF;Swiss Franc;4000;BestRun Switzerland;12809.55;CHF
SUGAR;Sugar Expenses;Actual;01/02/2019;201902;EUR;Euro;4000;BestRun Switzerland;79989.57;EUR
SUGAR;Sugar Expenses;Actual;01/04/2018;201804;GBP;Pound Sterling;2000;BestRun UK;115032.95;GBP
SUGAR;Sugar Expenses;Actual;01/07/2017;201707;USD;US Dollar;3000;BestRun USA;1051431.35;USD
SUGAR;Sugar Expenses;Actual;01/04/2021;202104;EUR;Euro;1000;BestRun Germany;430359.88;EUR
SUGAR;Sugar Expenses;Actual;01/10/2018;201810;USD;US Dollar;4000;BestRun Switzerland;140008.84;USD
SUGAR;Sugar Expenses;Actual;01/06/2017;201706;EUR;Euro;4000;BestRun Switzerland;225266.12;EUR
SUGAR;Sugar Expenses;Actual;01/01/2019;201901;GBP;Pound Sterling;2000;BestRun UK;67948.38;GBP
SUGAR;Sugar Expenses;Actual;01/09/2022;202209;USD;US Dollar;3000;BestRun USA;0;USD
SUGAR;Sugar Expenses;Actual;01/09/2017;201709;CHF;Swiss Franc;4000;BestRun Switzerland;22340.54;CHF
SUGAR;Sugar Expenses;Actual;01/03/2018;201803;GBP;Pound Sterling;2000;BestRun UK;133309.1;GBP
SUGAR;Sugar Expenses;Actual;01/03/2019;201903;GBP;Pound Sterling;2000;BestRun UK;64718.77;GBP
SUGAR;Sugar Expenses;Actual;01/04/2020;202004;USD;US Dollar;4000;BestRun Switzerland;56042.86;USD
SUGAR;Sugar Expenses;Actual;01/09/2018;201809;CHF;Swiss Franc;4000;BestRun Switzerland;13208.86;CHF
SUGAR;Sugar Expenses;Actual;01/12/2019;201912;CHF;Swiss Franc;4000;BestRun Switzerland;9438.26;CHF
SUGAR;Sugar Expenses;Actual;01/02/2021;202102;GBP;Pound Sterling;4000;BestRun Switzerland;14571.79;GBP
SUGAR;Sugar Expenses;Actual;01/01/2015;201501;GBP;Pound Sterling;4000;BestRun Switzerland;19131.21;GBP
SUGAR;Sugar Expenses;Actual;01/03/2021;202103;GBP;Pound Sterling;4000;BestRun Switzerland;19611.85;GBP
SUGAR;Sugar Expenses;Actual;01/12/2019;201912;USD;US Dollar;3000;BestRun USA;407793.93;USD
SUGAR;Sugar Expenses;Actual;01/10/2022;202210;USD;US Dollar;4000;BestRun Switzerland;0;USD
SUGAR;Sugar Expenses;Actual;01/12/2021;202112;EUR;Euro;4000;BestRun Switzerland;145844.11;EUR
SUGAR;Sugar Expenses;Actual;01/05/2016;201605;GBP;Pound Sterling;2000;BestRun UK;71395.52;GBP
SUGAR;Sugar Expenses;Actual;01/02/2018;201802;GBP;Pound Sterling;4000;BestRun Switzerland;33769.67;GBP
SUGAR;Sugar Expenses;Actual;01/02/2017;201702;EUR;Euro;4000;BestRun Switzerland;107871.97;EUR
SUGAR;Sugar Expenses;Actual;01/01/2021;202101;GBP;Pound Sterling;2000;BestRun UK;58783.04;GBP
SUGAR;Sugar Expenses;Actual;01/03/2022;202203;USD;US Dollar;4000;BestRun Switzerland;0;USD
SUGAR;Sugar Expenses;Actual;01/10/2021;202110;GBP;Pound Sterling;4000;BestRun Switzerland;25246.66;GBP
SUGAR;Sugar Expenses;Actual;01/05/2016;201605;USD;US Dollar;3000;BestRun USA;430752.58;USD
SUGAR;Sugar Expenses;Actual;01/03/2020;202003;GBP;Pound Sterling;4000;BestRun Switzerland;10672.79;GBP
SUGAR;Sugar Expenses;Actual;01/12/2015;201512;USD;US Dollar;3000;BestRun USA;273422.65;USD
SUGAR;Sugar Expenses;Actual;01/05/2015;201505;GBP;Pound Sterling;4000;BestRun Switzerland;23671.07;GBP
CASH_IN;Cash In related to operating activities;Actual;01/01/2019;201901;CHF;Swiss Franc;4000;BestRun Switzerland;-71458;CHF
CASH_IN;Cash In related to operating activities;Actual;01/03/2022;202203;GBP;Pound Sterling;2000;BestRun UK;0;GBP
SUGAR;Sugar Expenses;Actual;01/10/2016;201610;EUR;Euro;4000;BestRun Switzerland;144245.71;EUR
CASH_IN;Cash In related to operating activities;Actual;01/04/2019;201904;USD;US Dollar;3000;BestRun USA;-3913150.31;USD
SUGAR;Sugar Expenses;Actual;01/12/2019;201912;EUR;Euro;4000;BestRun Switzerland;94091.38;EUR
CASH_IN;Cash In related to operating activities;Actual;01/04/2020;202004;GBP;Pound Sterling;4000;BestRun Switzerland;-147862.49;GBP
SUGAR;Sugar Expenses;Actual;01/04/2022;202204;GBP;Pound Sterling;4000;BestRun Switzerland;0;GBP
ENERGY;Energy Expenses;Actual;01/06/2020;202006;CHF;Swiss Franc;4000;BestRun Switzerland;8650.06;CHF
SUGAR;Sugar Expenses;Actual;01/05/2020;202005;GBP;Pound Sterling;4000;BestRun Switzerland;14442.4;GBP
CASH_IN;Cash In related to operating activities;Actual;01/12/2016;201612;CHF;Swiss Franc;4000;BestRun Switzerland;-91849.86;CHF
CASH_IN;Cash In related to operating activities;Actual;01/10/2016;201610;EUR;Euro;1000;BestRun Germany;-4458568.11;EUR
SUGAR;Sugar Expenses;Actual;01/04/2016;201604;EUR;Euro;4000;BestRun Switzerland;88054.93;EUR
SUGAR;Sugar Expenses;Actual;01/12/2016;201612;USD;US Dollar;3000;BestRun USA;629469.87;USD
CASH_IN;Cash In related to operating activities;Actual;01/05/2018;201805;GBP;Pound Sterling;2000;BestRun UK;-819534.75;GBP
CASH_IN;Cash In related to operating activities;Actual;01/06/2019;201906;USD;US Dollar;4000;BestRun Switzerland;-837127.92;USD
ENERGY;Energy Expenses;Actual;01/01/2022;202201;GBP;Pound Sterling;2000;BestRun UK;0;GBP
ENERGY;Energy Expenses;Actual;01/09/2016;201609;EUR;Euro;1000;BestRun Germany;524294.32;EUR
SUGAR;Sugar Expenses;Actual;01/03/2019;201903;USD;US Dollar;4000;BestRun Switzerland;80725.48;USD
ENERGY;Energy Expenses;Actual;01/12/2021;202112;USD;US Dollar;3000;BestRun USA;301064.77;USD
ENERGY;Energy Expenses;Actual;01/03/2019;201903;GBP;Pound Sterling;4000;BestRun Switzerland;16305.85;GBP
ENERGY;Energy Expenses;Actual;01/03/2020;202003;GBP;Pound Sterling;2000;BestRun UK;37755.62;GBP
ENERGY;Energy Expenses;Actual;01/03/2019;201903;EUR;Euro;1000;BestRun Germany;367331.75;EUR
CASH_IN;Cash In related to operating activities;Actual;01/08/2015;201508;EUR;Euro;1000;BestRun Germany;-3803562.71;EUR
SUGAR;Sugar Expenses;Actual;01/11/2020;202011;GBP;Pound Sterling;4000;BestRun Switzerland;16396.97;GBP
CASH_IN;Cash In related to operating activities;Actual;01/01/2020;202001;USD;US Dollar;3000;BestRun USA;-3609877.01;USD
SUGAR;Sugar Expenses;Actual;01/12/2022;202212;USD;US Dollar;4000;BestRun Switzerland;0;USD
CASH_IN;Cash In related to operating activities;Actual;01/09/2015;201509;EUR;Euro;1000;BestRun Germany;-3422180.96;EUR
CASH_IN;Cash In related to operating activities;Actual;01/01/2018;201801;EUR;Euro;1000;BestRun Germany;-4671918.84;EUR
SUGAR;Sugar Expenses;Actual;01/02/2015;201502;USD;US Dollar;4000;BestRun Switzerland;73362.24;USD
ENERGY;Energy Expenses;Actual;01/11/2017;201711;EUR;Euro;1000;BestRun Germany;383017.1;EUR
CASH_IN;Cash In related to operating activities;Actual;01/06/2015;201506;USD;US Dollar;3000;BestRun USA;-4469613.93;USD
CASH_IN;Cash In related to operating activities;Actual;01/07/2021;202107;CHF;Swiss Franc;4000;BestRun Switzerland;-74604.98;CHF
SUGAR;Sugar Expenses;Actual;01/01/2020;202001;EUR;Euro;4000;BestRun Switzerland;80468.95;EUR
ENERGY;Energy Expenses;Actual;01/04/2018;201804;CHF;Swiss Franc;4000;BestRun Switzerland;7341.77;CHF
ENERGY;Energy Expenses;Actual;01/11/2016;201611;GBP;Pound Sterling;2000;BestRun UK;79059.45;GBP
CASH_IN;Cash In related to operating activities;Actual;01/03/2015;201503;USD;US Dollar;4000;BestRun Switzerland;-662817.26;USD
CASH_IN;Cash In related to operating activities;Actual;01/05/2017;201705;EUR;Euro;1000;BestRun Germany;-6000447.81;EUR
ENERGY;Energy Expenses;Actual;01/06/2022;202206;EUR;Euro;1000;BestRun Germany;0;EUR
SUGAR;Sugar Expenses;Actual;01/01/2016;201601;EUR;Euro;4000;BestRun Switzerland;65077.09;EUR
CASH_IN;Cash In related to operating activities;Actual;01/06/2022;202206;GBP;Pound Sterling;2000;BestRun UK;0;GBP
CASH_IN;Cash In related to operating activities;Actual;01/05/2021;202105;USD;US Dollar;3000;BestRun USA;-4549479.72;USD
SUGAR;Sugar Expenses;Actual;01/04/2017;201704;CHF;Swiss Franc;4000;BestRun Switzerland;15874.85;CHF
ENERGY;Energy Expenses;Actual;01/04/2016;201604;GBP;Pound Sterling;4000;BestRun Switzerland;22018.98;GBP
CASH_IN;Cash In related to operating activities;Actual;01/09/2017;201709;GBP;Pound Sterling;4000;BestRun Switzerland;-191962.14;GBP
SUGAR;Sugar Expenses;Actual;01/08/2018;201808;USD;US Dollar;4000;BestRun Switzerland;141533.75;USD
ENERGY;Energy Expenses;Actual;01/01/2017;201701;GBP;Pound Sterling;2000;BestRun UK;85003.89;GBP
CASH_IN;Cash In related to operating activities;Actual;01/04/2021;202104;EUR;Euro;4000;BestRun Switzerland;-696434.36;EUR
SUGAR;Sugar Expenses;Actual;01/11/2017;201711;GBP;Pound Sterling;2000;BestRun UK;119681.92;GBP
SUGAR;Sugar Expenses;Actual;01/08/2021;202108;GBP;Pound Sterling;2000;BestRun UK;77741.84;GBP
ENERGY;Energy Expenses;Actual;01/09/2017;201709;GBP;Pound Sterling;2000;BestRun UK;75158.96;GBP
SUGAR;Sugar Expenses;Actual;01/07/2015;201507;GBP;Pound Sterling;4000;BestRun Switzerland;18511.95;GBP
CASH_IN;Cash In related to operating activities;Actual;01/02/2015;201502;EUR;Euro;4000;BestRun Switzerland;-603804.91;EUR
SUGAR;Sugar Expenses;Actual;01/08/2017;201708;CHF;Swiss Franc;4000;BestRun Switzerland;24420.96;CHF
CASH_IN;Cash In related to operating activities;Actual;01/04/2022;202204;USD;US Dollar;4000;BestRun Switzerland;0;USD
ENERGY;Energy Expenses;Actual;01/04/2015;201504;CHF;Swiss Franc;4000;BestRun Switzerland;6747.64;CHF
SUGAR;Sugar Expenses;Actual;01/07/2018;201807;GBP;Pound Sterling;2000;BestRun UK;111128.19;GBP
CASH_IN;Cash In related to operating activities;Actual;01/03/2022;202203;EUR;Euro;4000;BestRun Switzerland;0;EUR
ENERGY;Energy Expenses;Actual;01/09/2020;202009;EUR;Euro;4000;BestRun Switzerland;44958.88;EUR
ENERGY;Energy Expenses;Actual;01/12/2016;201612;GBP;Pound Sterling;4000;BestRun Switzerland;25223.06;GBP
CASH_IN;Cash In related to operating activities;Actual;01/03/2020;202003;GBP;Pound Sterling;4000;BestRun Switzerland;-138056.67;GBP
SUGAR;Sugar Expenses;Actual;01/03/2017;201703;USD;US Dollar;4000;BestRun Switzerland;117834.31;USD
CASH_IN;Cash In related to operating activities;Actual;01/06/2020;202006;EUR;Euro;1000;BestRun Germany;-6776381.07;EUR
ENERGY;Energy Expenses;Actual;01/08/2021;202108;EUR;Euro;4000;BestRun Switzerland;80882.82;EUR
SUGAR;Sugar Expenses;Actual;01/08/2020;202008;GBP;Pound Sterling;2000;BestRun UK;57205.03;GBP
ENERGY;Energy Expenses;Actual;01/04/2019;201904;GBP;Pound Sterling;2000;BestRun UK;66845.8;GBP
SUGAR;Sugar Expenses;Actual;01/09/2019;201909;USD;US Dollar;3000;BestRun USA;345439.46;USD
