Liquidity_ItemId;Liquidity_ItemDescription;VersionVersion;TimeDATE;TimeMonth;TimeMonth;Transaction_CurrencyId;Transaction_CurrencyDescription;Company_CodeId;Company_CodeDescription;Amount;AmountUnit
ENERGY_PRICE;Energy Price / MWh;Actual;01/08/2015;201508;20150801;GBP;Pound Sterling;4000;BestRun Switzerland;169.82;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/02/2019;201902;20190201;EUR;Euro;4000;BestRun Switzerland;146.42;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/01/2017;201701;20170101;CHF;Swiss Franc;4000;BestRun Switzerland;199.94;CHF
ENERGY_PRICE;Energy Price / MWh;Actual;01/04/2018;201804;20180401;GBP;Pound Sterling;4000;BestRun Switzerland;131.87;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/06/2018;201806;20180601;CHF;Swiss Franc;4000;BestRun Switzerland;71.04;CHF
ENERGY_PRICE;Energy Price / MWh;Actual;01/08/2022;202208;20220801;EUR;Euro;1000;BestRun Germany;574.7;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/12/2018;201812;20181201;USD;US Dollar;3000;BestRun USA;125.48;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/01/2021;202101;20210101;EUR;Euro;1000;BestRun Germany;78.23;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/04/2020;202004;20200401;GBP;Pound Sterling;4000;BestRun Switzerland;101.62;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/04/2021;202104;20210401;GBP;Pound Sterling;2000;BestRun UK;127.9;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/07/2016;201607;20160701;GBP;Pound Sterling;4000;BestRun Switzerland;182.2;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/05/2020;202005;20200501;USD;US Dollar;3000;BestRun USA;88.97;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/12/2015;201512;20151201;EUR;Euro;4000;BestRun Switzerland;174.92;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/02/2018;201802;20180201;CHF;Swiss Franc;4000;BestRun Switzerland;165.22;CHF
ENERGY_PRICE;Energy Price / MWh;Actual;01/07/2019;201907;20190701;EUR;Euro;4000;BestRun Switzerland;113.36;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/12/2016;201612;20161201;EUR;Euro;1000;BestRun Germany;186.29;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/08/2017;201708;20170801;EUR;Euro;1000;BestRun Germany;216.84;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/11/2017;201711;20171101;CHF;Swiss Franc;4000;BestRun Switzerland;182.95;CHF
ENERGY_PRICE;Energy Price / MWh;Actual;01/04/2022;202204;20220401;EUR;Euro;1000;BestRun Germany;196.66;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/09/2018;201809;20180901;USD;US Dollar;4000;BestRun Switzerland;102.96;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/07/2020;202007;20200701;EUR;Euro;4000;BestRun Switzerland;106.5;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/04/2020;202004;20200401;GBP;Pound Sterling;2000;BestRun UK;111.98;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/02/2021;202102;20210201;USD;US Dollar;4000;BestRun Switzerland;83.56;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/02/2019;201902;20190201;GBP;Pound Sterling;4000;BestRun Switzerland;143.72;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/07/2015;201507;20150701;CHF;Swiss Franc;4000;BestRun Switzerland;197.67;CHF
ENERGY_PRICE;Energy Price / MWh;Actual;01/05/2022;202205;20220501;GBP;Pound Sterling;2000;BestRun UK;227.97;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/05/2021;202105;20210501;GBP;Pound Sterling;2000;BestRun UK;120.36;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/06/2018;201806;20180601;EUR;Euro;1000;BestRun Germany;64.87;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/12/2016;201612;20161201;CHF;Swiss Franc;4000;BestRun Switzerland;213.33;CHF
ENERGY_PRICE;Energy Price / MWh;Actual;01/09/2015;201509;20150901;GBP;Pound Sterling;2000;BestRun UK;188.65;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/01/2017;201701;20170101;EUR;Euro;1000;BestRun Germany;209.76;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/04/2016;201604;20160401;USD;US Dollar;4000;BestRun Switzerland;241.21;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/12/2019;201912;20191201;EUR;Euro;1000;BestRun Germany;127.31;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/03/2022;202203;20220301;USD;US Dollar;3000;BestRun USA;157.61;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/08/2018;201808;20180801;GBP;Pound Sterling;4000;BestRun Switzerland;102.4;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/04/2018;201804;20180401;CHF;Swiss Franc;4000;BestRun Switzerland;125;CHF
ENERGY_PRICE;Energy Price / MWh;Actual;01/10/2022;202210;20221001;EUR;Euro;4000;BestRun Switzerland;507.59;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/03/2015;201503;20150301;EUR;Euro;1000;BestRun Germany;118.42;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/12/2020;202012;20201201;CHF;Swiss Franc;4000;BestRun Switzerland;146.86;CHF
ENERGY_PRICE;Energy Price / MWh;Actual;01/03/2020;202003;20200301;EUR;Euro;1000;BestRun Germany;109.67;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/01/2019;201901;20190101;USD;US Dollar;3000;BestRun USA;84.72;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/06/2018;201806;20180601;GBP;Pound Sterling;4000;BestRun Switzerland;69.64;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/09/2019;201909;20190901;USD;US Dollar;3000;BestRun USA;90.3;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/02/2016;201602;20160201;USD;US Dollar;3000;BestRun USA;181.21;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/06/2018;201806;20180601;USD;US Dollar;3000;BestRun USA;67.26;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/03/2018;201803;20180301;EUR;Euro;1000;BestRun Germany;135.47;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/06/2017;201706;20170601;GBP;Pound Sterling;2000;BestRun UK;167.44;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/10/2016;201610;20161001;EUR;Euro;1000;BestRun Germany;152.43;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/02/2018;201802;20180201;GBP;Pound Sterling;4000;BestRun Switzerland;152.5;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/10/2016;201610;20161001;USD;US Dollar;4000;BestRun Switzerland;151.43;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/02/2019;201902;20190201;CHF;Swiss Franc;4000;BestRun Switzerland;144.11;CHF
ENERGY_PRICE;Energy Price / MWh;Actual;01/09/2017;201709;20170901;GBP;Pound Sterling;4000;BestRun Switzerland;118.58;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/08/2016;201608;20160801;EUR;Euro;1000;BestRun Germany;137.54;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/11/2021;202111;20211101;EUR;Euro;1000;BestRun Germany;138.3;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/02/2018;201802;20180201;EUR;Euro;4000;BestRun Switzerland;148.89;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/08/2019;201908;20190801;EUR;Euro;4000;BestRun Switzerland;117.04;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/06/2019;201906;20190601;GBP;Pound Sterling;4000;BestRun Switzerland;128.53;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/09/2021;202109;20210901;EUR;Euro;4000;BestRun Switzerland;167.92;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/09/2016;201609;20160901;GBP;Pound Sterling;2000;BestRun UK;182.92;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/05/2021;202105;20210501;USD;US Dollar;4000;BestRun Switzerland;131.05;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/11/2015;201511;20151101;CHF;Swiss Franc;4000;BestRun Switzerland;220.67;CHF
ENERGY_PRICE;Energy Price / MWh;Actual;01/07/2017;201707;20170701;GBP;Pound Sterling;4000;BestRun Switzerland;168.25;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/02/2017;201702;20170201;GBP;Pound Sterling;4000;BestRun Switzerland;201.86;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/07/2017;201707;20170701;GBP;Pound Sterling;2000;BestRun UK;177.88;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/02/2022;202202;20220201;EUR;Euro;4000;BestRun Switzerland;222.86;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/08/2015;201508;20150801;CHF;Swiss Franc;4000;BestRun Switzerland;158.01;CHF
ENERGY_PRICE;Energy Price / MWh;Actual;01/07/2019;201907;20190701;GBP;Pound Sterling;2000;BestRun UK;132.1;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/12/2019;201912;20191201;USD;US Dollar;4000;BestRun Switzerland;173.67;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/08/2021;202108;20210801;USD;US Dollar;3000;BestRun USA;98.55;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/05/2016;201605;20160501;USD;US Dollar;4000;BestRun Switzerland;210.64;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/05/2019;201905;20190501;GBP;Pound Sterling;4000;BestRun Switzerland;117.48;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/07/2022;202207;20220701;USD;US Dollar;3000;BestRun USA;435.6;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/12/2017;201712;20171201;EUR;Euro;1000;BestRun Germany;160.35;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/02/2016;201602;20160201;USD;US Dollar;4000;BestRun Switzerland;224.11;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/09/2020;202009;20200901;CHF;Swiss Franc;4000;BestRun Switzerland;79.03;CHF
ENERGY_PRICE;Energy Price / MWh;Actual;01/10/2022;202210;20221001;USD;US Dollar;3000;BestRun USA;432.44;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/04/2017;201704;20170401;EUR;Euro;4000;BestRun Switzerland;167.04;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/07/2022;202207;20220701;EUR;Euro;4000;BestRun Switzerland;470.52;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/02/2016;201602;20160201;CHF;Swiss Franc;4000;BestRun Switzerland;194.01;CHF
ENERGY_PRICE;Energy Price / MWh;Actual;01/08/2018;201808;20180801;CHF;Swiss Franc;4000;BestRun Switzerland;91.95;CHF
ENERGY_PRICE;Energy Price / MWh;Actual;01/08/2019;201908;20190801;GBP;Pound Sterling;2000;BestRun UK;132.2;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/06/2021;202106;20210601;GBP;Pound Sterling;4000;BestRun Switzerland;95.01;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/02/2021;202102;20210201;GBP;Pound Sterling;4000;BestRun Switzerland;85.22;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/04/2019;201904;20190401;USD;US Dollar;3000;BestRun USA;118.24;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/03/2021;202103;20210301;GBP;Pound Sterling;2000;BestRun UK;104.85;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/02/2015;201502;20150201;EUR;Euro;4000;BestRun Switzerland;125.39;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/02/2020;202002;20200201;CHF;Swiss Franc;4000;BestRun Switzerland;98.46;CHF
ENERGY_PRICE;Energy Price / MWh;Actual;01/06/2021;202106;20210601;EUR;Euro;4000;BestRun Switzerland;86.8;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/05/2022;202205;20220501;USD;US Dollar;3000;BestRun USA;173.04;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/08/2019;201908;20190801;CHF;Swiss Franc;4000;BestRun Switzerland;124.89;CHF
ENERGY_PRICE;Energy Price / MWh;Actual;01/11/2022;202211;20221101;EUR;Euro;1000;BestRun Germany;555.21;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/11/2018;201811;20181101;GBP;Pound Sterling;4000;BestRun Switzerland;92.48;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/06/2021;202106;20210601;USD;US Dollar;3000;BestRun USA;96.29;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/03/2020;202003;20200301;CHF;Swiss Franc;4000;BestRun Switzerland;116.77;CHF
ENERGY_PRICE;Energy Price / MWh;Actual;01/01/2019;201901;20190101;EUR;Euro;1000;BestRun Germany;90.93;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/11/2018;201811;20181101;USD;US Dollar;3000;BestRun USA;102.6;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/10/2021;202110;20211001;USD;US Dollar;4000;BestRun Switzerland;155.28;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/07/2019;201907;20190701;CHF;Swiss Franc;4000;BestRun Switzerland;110.98;CHF
ENERGY_PRICE;Energy Price / MWh;Actual;01/06/2019;201906;20190601;GBP;Pound Sterling;2000;BestRun UK;144.72;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/02/2019;201902;20190201;EUR;Euro;1000;BestRun Germany;139.49;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/07/2021;202107;20210701;USD;US Dollar;3000;BestRun USA;80.21;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/06/2020;202006;20200601;USD;US Dollar;3000;BestRun USA;153.67;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/09/2015;201509;20150901;CHF;Swiss Franc;4000;BestRun Switzerland;238.52;CHF
ENERGY_PRICE;Energy Price / MWh;Actual;01/05/2017;201705;20170501;GBP;Pound Sterling;4000;BestRun Switzerland;144.32;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/10/2016;201610;20161001;GBP;Pound Sterling;2000;BestRun UK;148.74;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/08/2016;201608;20160801;USD;US Dollar;3000;BestRun USA;141.48;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/04/2017;201704;20170401;GBP;Pound Sterling;2000;BestRun UK;155.78;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/04/2022;202204;20220401;CHF;Swiss Franc;4000;BestRun Switzerland;190.33;CHF
ENERGY_PRICE;Energy Price / MWh;Actual;01/12/2021;202112;20211201;USD;US Dollar;4000;BestRun Switzerland;97.69;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/04/2015;201504;20150401;CHF;Swiss Franc;4000;BestRun Switzerland;79.9;CHF
ENERGY_PRICE;Energy Price / MWh;Actual;01/06/2022;202206;20220601;EUR;Euro;4000;BestRun Switzerland;313.3;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/11/2019;201911;20191101;GBP;Pound Sterling;4000;BestRun Switzerland;155.03;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/08/2016;201608;20160801;EUR;Euro;4000;BestRun Switzerland;147.88;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/09/2017;201709;20170901;GBP;Pound Sterling;2000;BestRun UK;121.34;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/02/2016;201602;20160201;GBP;Pound Sterling;2000;BestRun UK;198.01;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/04/2019;201904;20190401;CHF;Swiss Franc;4000;BestRun Switzerland;123.05;CHF
ENERGY_PRICE;Energy Price / MWh;Actual;01/06/2019;201906;20190601;EUR;Euro;1000;BestRun Germany;151.35;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/09/2022;202209;20220901;EUR;Euro;1000;BestRun Germany;367.3;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/09/2016;201609;20160901;CHF;Swiss Franc;4000;BestRun Switzerland;206.07;CHF
ENERGY_PRICE;Energy Price / MWh;Actual;01/08/2019;201908;20190801;USD;US Dollar;3000;BestRun USA;121.31;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/01/2017;201701;20170101;GBP;Pound Sterling;4000;BestRun Switzerland;201.31;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/08/2018;201808;20180801;GBP;Pound Sterling;2000;BestRun UK;96.11;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/09/2022;202209;20220901;CHF;Swiss Franc;4000;BestRun Switzerland;363.17;CHF
ENERGY_PRICE;Energy Price / MWh;Actual;01/05/2017;201705;20170501;CHF;Swiss Franc;4000;BestRun Switzerland;125.45;CHF
ENERGY_PRICE;Energy Price / MWh;Actual;01/03/2020;202003;20200301;GBP;Pound Sterling;4000;BestRun Switzerland;111.77;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/03/2022;202203;20220301;EUR;Euro;1000;BestRun Germany;164.2;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/11/2022;202211;20221101;USD;US Dollar;3000;BestRun USA;539.4;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/03/2021;202103;20210301;CHF;Swiss Franc;4000;BestRun Switzerland;116.73;CHF
ENERGY_PRICE;Energy Price / MWh;Actual;01/02/2022;202202;20220201;GBP;Pound Sterling;2000;BestRun UK;248.41;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/09/2022;202209;20220901;GBP;Pound Sterling;2000;BestRun UK;368.24;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/07/2020;202007;20200701;GBP;Pound Sterling;2000;BestRun UK;95.57;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/10/2016;201610;20161001;USD;US Dollar;3000;BestRun USA;162.92;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/04/2017;201704;20170401;CHF;Swiss Franc;4000;BestRun Switzerland;173.49;CHF
ENERGY_PRICE;Energy Price / MWh;Actual;01/05/2019;201905;20190501;GBP;Pound Sterling;2000;BestRun UK;106.38;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/10/2022;202210;20221001;GBP;Pound Sterling;2000;BestRun UK;477.94;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/11/2020;202011;20201101;CHF;Swiss Franc;4000;BestRun Switzerland;95.3;CHF
ENERGY_PRICE;Energy Price / MWh;Actual;01/01/2015;201501;20150101;USD;US Dollar;4000;BestRun Switzerland;90.03;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/03/2019;201903;20190301;CHF;Swiss Franc;4000;BestRun Switzerland;137.54;CHF
ENERGY_PRICE;Energy Price / MWh;Actual;01/01/2015;201501;20150101;GBP;Pound Sterling;4000;BestRun Switzerland;94.39;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/02/2018;201802;20180201;USD;US Dollar;3000;BestRun USA;163.5;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/07/2018;201807;20180701;GBP;Pound Sterling;2000;BestRun UK;117.39;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/10/2019;201910;20191001;GBP;Pound Sterling;2000;BestRun UK;74.34;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/12/2018;201812;20181201;EUR;Euro;4000;BestRun Switzerland;143.57;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/10/2015;201510;20151001;EUR;Euro;1000;BestRun Germany;140.72;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/06/2017;201706;20170601;USD;US Dollar;4000;BestRun Switzerland;190.09;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/09/2015;201509;20150901;EUR;Euro;4000;BestRun Switzerland;259.51;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/07/2019;201907;20190701;GBP;Pound Sterling;4000;BestRun Switzerland;119.17;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/06/2022;202206;20220601;GBP;Pound Sterling;2000;BestRun UK;288.37;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/07/2017;201707;20170701;EUR;Euro;4000;BestRun Switzerland;170.22;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/08/2021;202108;20210801;GBP;Pound Sterling;2000;BestRun UK;104.06;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/11/2015;201511;20151101;USD;US Dollar;4000;BestRun Switzerland;230.57;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/09/2015;201509;20150901;GBP;Pound Sterling;4000;BestRun Switzerland;261.51;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/03/2018;201803;20180301;CHF;Swiss Franc;4000;BestRun Switzerland;129.13;CHF
ENERGY_PRICE;Energy Price / MWh;Actual;01/02/2022;202202;20220201;CHF;Swiss Franc;4000;BestRun Switzerland;225.74;CHF
ENERGY_PRICE;Energy Price / MWh;Actual;01/04/2018;201804;20180401;GBP;Pound Sterling;2000;BestRun UK;139.61;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/02/2020;202002;20200201;USD;US Dollar;3000;BestRun USA;103.22;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/07/2018;201807;20180701;CHF;Swiss Franc;4000;BestRun Switzerland;135.71;CHF
ENERGY_PRICE;Energy Price / MWh;Actual;01/12/2022;202212;20221201;GBP;Pound Sterling;4000;BestRun Switzerland;631.64;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/04/2018;201804;20180401;USD;US Dollar;4000;BestRun Switzerland;143.22;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/06/2015;201506;20150601;EUR;Euro;4000;BestRun Switzerland;112.91;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/04/2020;202004;20200401;EUR;Euro;1000;BestRun Germany;106.95;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/09/2016;201609;20160901;GBP;Pound Sterling;4000;BestRun Switzerland;171.05;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/07/2015;201507;20150701;USD;US Dollar;3000;BestRun USA;195.2;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/10/2022;202210;20221001;USD;US Dollar;4000;BestRun Switzerland;524.89;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/01/2019;201901;20190101;EUR;Euro;4000;BestRun Switzerland;89.83;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/05/2020;202005;20200501;CHF;Swiss Franc;4000;BestRun Switzerland;89.9;CHF
ENERGY_PRICE;Energy Price / MWh;Actual;01/10/2020;202010;20201001;USD;US Dollar;3000;BestRun USA;93.69;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/04/2016;201604;20160401;EUR;Euro;1000;BestRun Germany;238.32;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/04/2021;202104;20210401;GBP;Pound Sterling;4000;BestRun Switzerland;123.1;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/03/2017;201703;20170301;GBP;Pound Sterling;2000;BestRun UK;141.65;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/05/2018;201805;20180501;CHF;Swiss Franc;4000;BestRun Switzerland;73.88;CHF
ENERGY_PRICE;Energy Price / MWh;Actual;01/12/2022;202212;20221201;CHF;Swiss Franc;4000;BestRun Switzerland;728.91;CHF
ENERGY_PRICE;Energy Price / MWh;Actual;01/12/2015;201512;20151201;USD;US Dollar;4000;BestRun Switzerland;181.15;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/01/2018;201801;20180101;EUR;Euro;1000;BestRun Germany;116.8;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/03/2016;201603;20160301;USD;US Dollar;3000;BestRun USA;203.79;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/04/2017;201704;20170401;USD;US Dollar;4000;BestRun Switzerland;186.87;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/02/2020;202002;20200201;EUR;Euro;4000;BestRun Switzerland;99.54;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/07/2020;202007;20200701;USD;US Dollar;3000;BestRun USA;106.35;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/08/2019;201908;20190801;USD;US Dollar;4000;BestRun Switzerland;113.54;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/07/2020;202007;20200701;EUR;Euro;1000;BestRun Germany;102.52;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/11/2017;201711;20171101;EUR;Euro;1000;BestRun Germany;164.68;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/03/2015;201503;20150301;GBP;Pound Sterling;2000;BestRun UK;112.43;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/09/2021;202109;20210901;GBP;Pound Sterling;4000;BestRun Switzerland;161.58;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/12/2016;201612;20161201;GBP;Pound Sterling;4000;BestRun Switzerland;198.22;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/02/2015;201502;20150201;EUR;Euro;1000;BestRun Germany;112.49;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/08/2022;202208;20220801;EUR;Euro;4000;BestRun Switzerland;674.9;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/01/2019;201901;20190101;GBP;Pound Sterling;2000;BestRun UK;91.58;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/01/2020;202001;20200101;EUR;Euro;1000;BestRun Germany;73.26;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/08/2016;201608;20160801;GBP;Pound Sterling;4000;BestRun Switzerland;158.97;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/09/2020;202009;20200901;USD;US Dollar;4000;BestRun Switzerland;73.09;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/10/2019;201910;20191001;USD;US Dollar;3000;BestRun USA;74.2;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/09/2016;201609;20160901;EUR;Euro;1000;BestRun Germany;170.78;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/12/2017;201712;20171201;EUR;Euro;4000;BestRun Switzerland;146.39;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/03/2019;201903;20190301;GBP;Pound Sterling;4000;BestRun Switzerland;146.75;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/12/2021;202112;20211201;USD;US Dollar;3000;BestRun USA;95.26;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/09/2018;201809;20180901;EUR;Euro;1000;BestRun Germany;82.72;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/02/2015;201502;20150201;USD;US Dollar;4000;BestRun Switzerland;122.06;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/08/2022;202208;20220801;GBP;Pound Sterling;2000;BestRun UK;629;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/05/2021;202105;20210501;EUR;Euro;1000;BestRun Germany;127.18;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/12/2020;202012;20201201;USD;US Dollar;4000;BestRun Switzerland;160.5;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/03/2018;201803;20180301;USD;US Dollar;4000;BestRun Switzerland;134.7;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/03/2016;201603;20160301;GBP;Pound Sterling;2000;BestRun UK;198.14;GBP
